0,painting_index,img_src,painting_title,season,episode,num_colors,youtube_src,colors,color_hex,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson
1,282,https://www.twoinchbrush.com/images/painting282.png,A_Walk_in_the_Woods,1,1,8,https://www.youtube.com/embed/oh5p5f5_-7A,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
2,283,https://www.twoinchbrush.com/images/painting283.png,Mt._McKinley,1,2,8,https://www.youtube.com/embed/RInDWhYceLU,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
3,284,https://www.twoinchbrush.com/images/painting284.png,Ebony_Sunset,1,3,9,https://www.youtube.com/embed/UOziR7PoVco,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#000000','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
4,285,https://www.twoinchbrush.com/images/painting285.png,Winter_Mist,1,4,3,https://www.youtube.com/embed/0pwoixRikn4,"['Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#021E44','#FFFFFF','#221B15']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,286,https://www.twoinchbrush.com/images/painting286.png,Quiet_Stream,1,5,8,https://www.youtube.com/embed/DFSIQNjKRfk,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
6,287,https://www.twoinchbrush.com/images/painting287.png,Winter_Moon,1,6,4,https://www.youtube.com/embed/loAzRUzx1wI,"['Black_Gesso','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#000000','#021E44','#FFFFFF','#221B15']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7,288,https://www.twoinchbrush.com/images/painting288.png,Autumn_Mountain,1,7,8,https://www.youtube.com/embed/sDdpc8uisD0,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
8,289,https://www.twoinchbrush.com/images/painting289.png,Peaceful_Valley,1,8,8,https://www.youtube.com/embed/kQlFwTOkYzg,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
9,290,https://www.twoinchbrush.com/images/painting290.png,Seascape,1,9,8,https://www.youtube.com/embed/QxcS7p1VHyQ,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
10,291,https://www.twoinchbrush.com/images/painting291.png,Mountain_Lake,1,10,8,https://www.youtube.com/embed/wDnLlywAL5I,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
11,292,https://www.twoinchbrush.com/images/painting292.png,Winter_Glow,1,11,8,https://www.youtube.com/embed/Q03YvknOVe0,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
12,293,https://www.twoinchbrush.com/images/painting293.png,Snow_Fall,1,12,4,https://www.youtube.com/embed/4E35-8x_y04,"['Alizarin_Crimson','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#021E44','#FFFFFF','#221B15']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
13,294,https://www.twoinchbrush.com/images/painting294.png,Final_Reflections,1,13,8,https://www.youtube.com/embed/IEQWfszfRlA,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
14,269,https://www.twoinchbrush.com/images/painting269.png,Meadow_Lake,2,1,12,https://www.youtube.com/embed/GARWowi0QXI,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
15,270,https://www.twoinchbrush.com/images/painting270.png,Winter_Sun,2,2,12,https://www.youtube.com/embed/VPfYRj4DDco,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
16,271,https://www.twoinchbrush.com/images/painting271.png,Ebony_Sea,2,3,13,https://www.youtube.com/embed/aOJsKNzO3i8,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
17,272,https://www.twoinchbrush.com/images/painting272.png,Shades_of_Grey,2,4,3,https://www.youtube.com/embed/I-ousb8-SD0,"['Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#021E44','#FFFFFF','#221B15']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
18,273,https://www.twoinchbrush.com/images/painting273.png,Autumn_Splendor,2,5,11,https://www.youtube.com/embed/rTTWw5Gd79I,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19,274,https://www.twoinchbrush.com/images/painting274.png,Black_River,2,6,11,https://www.youtube.com/embed/6O4sfJd8G_M,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
20,275,https://www.twoinchbrush.com/images/painting275.png,Brown_Mountain,2,7,11,https://www.youtube.com/embed/Vx6v47gHBWM,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21,276,https://www.twoinchbrush.com/images/painting276.png,Reflections,2,8,12,https://www.youtube.com/embed/0FYfo94qefg,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
22,277,https://www.twoinchbrush.com/images/painting277.png,Black_and_White_Seascape,2,9,12,https://www.youtube.com/embed/PMDyPrE0puo,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
23,278,https://www.twoinchbrush.com/images/painting278.png,Lazy_River,2,10,12,https://www.youtube.com/embed/BW2wKKFvH1g,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
24,279,https://www.twoinchbrush.com/images/painting279.png,Black_Waterfall,2,11,12,https://www.youtube.com/embed/GzSqjyQUPZQ,"['Alizarin_Crimson','Black_Gesso','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
25,280,https://www.twoinchbrush.com/images/painting280.png,Mountain_Waterfall,2,12,12,https://www.youtube.com/embed/9jIt95PCFAA,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
26,281,https://www.twoinchbrush.com/images/painting281.png,Final_Grace,2,13,12,https://www.youtube.com/embed/miJ19Kz_i3Y,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
27,256,https://www.twoinchbrush.com/images/painting256.png,Mountain_Retreat,3,1,12,https://www.youtube.com/embed/hoimk4s8JoQ,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
28,257,https://www.twoinchbrush.com/images/painting257.png,Blue_Moon,3,2,12,https://www.youtube.com/embed/loit61vLUMc,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
29,258,https://www.twoinchbrush.com/images/painting258.png,Bubbling_Stream,3,3,12,https://www.youtube.com/embed/fuFalEXVN0k,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
30,259,https://www.twoinchbrush.com/images/painting259.png,Winter_Night,3,4,7,https://www.youtube.com/embed/8ysFkNYwhAE,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Liquid_Black','Phthalo_Green\r\n','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#000000','#102E3C','#FFFFFF','#221B15']",0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
31,260,https://www.twoinchbrush.com/images/painting260.png,Distant_Hills,3,5,7,https://www.youtube.com/embed/8Zge88tVwjE,"['Alizarin_Crimson','Burnt_Umber','Cadmium_Yellow','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#8A3324','#FFEC00','#0A3410','#FFFFFF','#221B15','#C79B00']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,261,https://www.twoinchbrush.com/images/painting261.png,Covered_Bridge,3,6,10,https://www.youtube.com/embed/OHSm8kLE7js,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Midnight_Black\r\n\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#000000','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
33,262,https://www.twoinchbrush.com/images/painting262.png,Quiet_Inlet,3,7,10,https://www.youtube.com/embed/9N5IWKzYIyU,"['Alizarin_Crimson','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#8A3324','#FFEC00','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
34,263,https://www.twoinchbrush.com/images/painting263.png,Night_Light,3,8,9,https://www.youtube.com/embed/l141Y0x8om0,"['Alizarin_Crimson','Black_Gesso','Burnt_Umber','Cadmium_Yellow','Phthalo_Green\r\n','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#8A3324','#FFEC00','#102E3C','#0A3410','#FFFFFF','#221B15','#C79B00']",1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
35,264,https://www.twoinchbrush.com/images/painting264.png,The_Old_Mill,3,9,10,https://www.youtube.com/embed/OFKFUJ9eDNs,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
36,265,https://www.twoinchbrush.com/images/painting265.png,Campfire,3,10,8,https://www.youtube.com/embed/L5bXkI0-pEg,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#8A3324','#FFEC00','#FFB800','#221B15','#C79B00']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
37,266,https://www.twoinchbrush.com/images/painting266.png,Rustic_Barn,3,11,12,https://www.youtube.com/embed/WJJwrnFhUUg,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
38,267,https://www.twoinchbrush.com/images/painting267.png,Hidden_Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
39,268,https://www.twoinchbrush.com/images/painting268.png,Peaceful_Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,"['Alizarin_Crimson','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#FFEC00','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40,243,https://www.twoinchbrush.com/images/painting243.png,Purple_Splendor,4,1,4,https://www.youtube.com/embed/hP4GfMgsNVE,"['Alizarin_Crimson','Phthalo_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#0C0040','#FFFFFF','#221B15']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
41,244,https://www.twoinchbrush.com/images/painting244.png,Tranquil_Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
42,245,https://www.twoinchbrush.com/images/painting245.png,Majestic_Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
43,246,https://www.twoinchbrush.com/images/painting246.png,Winter_Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,"['Black_Gesso','Bright_Red','Burnt_Umber','Cadmium_Yellow','Midnight_Black\r\n\r\n','Prussian_Blue','Titanium_White']","['#000000','#DB0000','#8A3324','#FFEC00','#000000','#021E44','#FFFFFF']",1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
44,247,https://www.twoinchbrush.com/images/painting247.png,Evening_Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Burnt_Umber','Cadmium_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#000000','#DB0000','#8A3324','#FFEC00','#0C0040','#102E3C','#021E44','#FFFFFF','#221B15']",1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1
45,248,https://www.twoinchbrush.com/images/painting248.png,Warm_Summer_Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1
46,249,https://www.twoinchbrush.com/images/painting249.png,Cabin_in_the_Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
47,250,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
48,251,https://www.twoinchbrush.com/images/painting251.png,Cool_Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
49,252,https://www.twoinchbrush.com/images/painting252.png,Quiet_Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
50,253,https://www.twoinchbrush.com/images/painting253.png,Northwest_Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Liquid_Black','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#000000','#021E44','#0A3410','#FFFFFF','#221B15']",0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1
51,254,https://www.twoinchbrush.com/images/painting254.png,Autumn_Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
52,255,https://www.twoinchbrush.com/images/painting255.png,Mountain_Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,"['Alizarin_Crimson','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#FFEC00','#FFB800','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
53,230,https://www.twoinchbrush.com/images/painting230.png,Mountain_Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,"['Alizarin_Crimson','Bright_Red','Burnt_Umber','Cadmium_Yellow','Indian_Yellow','Phthalo_Blue','Phthalo_Green\r\n','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#8A3324','#FFEC00','#FFB800','#0C0040','#102E3C','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
