episode,title,painting_id,img_src,num_colors,youtube_src,colors,color_hex,black_gesso,bright_red,burnt_umber,cadmium_yellow,dark_sienna,indian_red,indian_yellow,liquid_black,liquid_clear,midnight_black,phthalo_blue,phthalo_green,prussian_blue,sap_green,titanium_white,van_dyke_brown,yellow_ochre,alizarin_crimson
S09E05,Winter Oval,181,https://www.twoinchbrush.com/images/painting181.png,7,https://www.youtube.com/embed/pYWiLm_-sXw,"['Alizarin_Crimson','Bright_Red','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#5F2E1F','#000000','#0C0040','#FFFFFF','#221B15']",0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,
S09E06,Secluded Beach,182,https://www.twoinchbrush.com/images/painting182.png,11,https://www.youtube.com/embed/WGUcw_kFvzU,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#000000','#0C0040','#021E44','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,
S09E07,Forest Hills,183,https://www.twoinchbrush.com/images/painting183.png,11,https://www.youtube.com/embed/E3XW_Zp238U,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S09E08,Little House By The Road,184,https://www.twoinchbrush.com/images/painting184.png,11,https://www.youtube.com/embed/3CDg_9gL-5M,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S09E09,Mountain Path,185,https://www.twoinchbrush.com/images/painting185.png,11,https://www.youtube.com/embed/e0VUprkc1n0,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S09E10,Country Charm,186,https://www.twoinchbrush.com/images/painting186.png,11,https://www.youtube.com/embed/9wp8NRzCJnw,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S09E11,Nature's Paradise,187,https://www.twoinchbrush.com/images/painting187.png,11,https://www.youtube.com/embed/7yU55PUls2c,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S09E12,Mountain By The Sea,188,https://www.twoinchbrush.com/images/painting188.png,13,https://www.youtube.com/embed/so--opB-yuQ,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Liquid_Clear','Midnight_Black\r\n\r\n','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFFFFF','#000000','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,
S09E13,Mountain Hideaway,189,https://www.twoinchbrush.com/images/painting189.png,12,https://www.youtube.com/embed/q48EWPrbzVs,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S10E01,Towering Peaks,163,https://www.twoinchbrush.com/images/painting163.png,13,https://www.youtube.com/embed/1s58rW0_LN4,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,
S10E02,Cabin At Sunset,164,https://www.twoinchbrush.com/images/painting164.png,12,https://www.youtube.com/embed/a6Wil3OXNuI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S10E03,Twin Falls,165,https://www.twoinchbrush.com/images/painting165.png,12,https://www.youtube.com/embed/cMwkY8ojRik,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S10E04,Secluded Bridge,166,https://www.twoinchbrush.com/images/painting166.png,12,https://www.youtube.com/embed/vrAMRxBB5KI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S10E05,Ocean Breeze,167,https://www.twoinchbrush.com/images/painting167.png,12,https://www.youtube.com/embed/XZmdzfvXRuw,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#000000','#0C0040','#102E3C','#021E44','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,
S10E06,Autumn Woods,168,https://www.twoinchbrush.com/images/painting168.png,12,https://www.youtube.com/embed/vKyMU5Z8cDI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S10E07,Winter Solitude,170,https://www.twoinchbrush.com/images/painting170.png,7,https://www.youtube.com/embed/ov4YaCQB9co,"['Alizarin_Crimson','Bright_Red','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#5F2E1F','#000000','#0C0040','#FFFFFF','#221B15']",0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,
S10E08,Golden Sunset,171,https://www.twoinchbrush.com/images/painting171.png,12,https://www.youtube.com/embed/CiNDyckERXQ,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S10E09,Mountain Oval,172,https://www.twoinchbrush.com/images/painting172.png,11,https://www.youtube.com/embed/Qj6lMtnCt8o,"['Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,
S10E10,Ocean Sunset,173,https://www.twoinchbrush.com/images/painting173.png,12,https://www.youtube.com/embed/OJ_xqtvZf3o,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Liquid_Clear','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#FFFFFF','#000000','#0C0040','#021E44','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,
S10E11,Triple View,174,https://www.twoinchbrush.com/images/painting174.png,12,https://www.youtube.com/embed/zoTeyliLn5o,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S10E12,Winter Frost,175,https://www.twoinchbrush.com/images/painting175.png,9,https://www.youtube.com/embed/8satX-hLkuI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#000000','#0C0040','#021E44','#FFFFFF','#221B15']",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,
S10E13,Lakeside Cabin 2,176,https://www.twoinchbrush.com/images/painting176.png,12,https://www.youtube.com/embed/1l_TsfCIb_I,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S11E01,Mountain Stream,150,https://www.twoinchbrush.com/images/painting150.png,12,https://www.youtube.com/embed/xdFCj6BzQio,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S11E02,Country Cabin,151,https://www.twoinchbrush.com/images/painting151.png,7,https://www.youtube.com/embed/Dkww2nHpuZw,"['Alizarin_Crimson','Bright_Red','Dark_Sienna','Midnight_Black\r\n\r\n','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#5F2E1F','#000000','#021E44','#FFFFFF','#221B15']",0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,
S11E03,Daisy Delight,152,https://www.twoinchbrush.com/images/painting152.png,10,https://www.youtube.com/embed/HuHC1RqtvDA,"['Alizarin_Crimson','Cadmium_Yellow','Dark_Sienna','Liquid_Clear','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#FFEC00','#5F2E1F','#FFFFFF','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,
S11E04,Hidden Stream,153,https://www.twoinchbrush.com/images/painting153.png,12,https://www.youtube.com/embed/JGzTg8fCj4w,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S11E05,Towering Glacier,154,https://www.twoinchbrush.com/images/painting154.png,12,https://www.youtube.com/embed/67vdGbA3Xkg,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,
S11E06,Oval Barn,155,https://www.twoinchbrush.com/images/painting155.png,6,https://www.youtube.com/embed/HqBhCibidNM,"['Bright_Red','Dark_Sienna','Midnight_Black\r\n\r\n','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#DB0000','#5F2E1F','#000000','#021E44','#FFFFFF','#221B15']",0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
S11E07,Lakeside Path,156,https://www.twoinchbrush.com/images/painting156.png,12,https://www.youtube.com/embed/1yjGoJokbZg,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S11E08,Sunset Oval,157,https://www.twoinchbrush.com/images/painting157.png,11,https://www.youtube.com/embed/9xG6IzcGotI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S11E09,Winter Barn,158,https://www.twoinchbrush.com/images/painting158.png,6,https://www.youtube.com/embed/_xkn0ceDreo,"['Alizarin_Crimson','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#5F2E1F','#000000','#0C0040','#FFFFFF','#221B15']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,
S11E10,Sunset Over The Waves,159,https://www.twoinchbrush.com/images/painting159.png,10,https://www.youtube.com/embed/c4b_B2F1eZg,"['Alizarin_Crimson','Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#000000','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#FFFFFF','#221B15']",1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,
S11E11,Golden Glow,160,https://www.twoinchbrush.com/images/painting160.png,8,https://www.youtube.com/embed/aA8RhtaWACA,"['Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Liquid_Clear','Prussian_Blue','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#FFEC00','#5F2E1F','#FFB800','#FFFFFF','#021E44','#FFFFFF','#221B15','#C79B00']",0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,
S11E12,Roadside Barn,161,https://www.twoinchbrush.com/images/painting161.png,11,https://www.youtube.com/embed/vJpKhiXvXdA,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,
S11E13,Happy Accident,162,https://www.twoinchbrush.com/images/painting162.png,11,https://www.youtube.com/embed/Fw6odlNp7_8,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,
S12E01,Golden Knoll,137,https://www.twoinchbrush.com/images/painting137.png,7,https://www.youtube.com/embed/-O0Bs65eN5w,"['Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#FFEC00','#5F2E1F','#FFB800','#000000','#FFFFFF','#221B15','#C79B00']",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,
S12E02,Mountain Reflections,138,https://www.twoinchbrush.com/images/painting138.png,12,https://www.youtube.com/embed/rzYpa4XGSnA,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S12E03,Secluded Mountain,139,https://www.twoinchbrush.com/images/painting139.png,13,https://www.youtube.com/embed/3PZabdohLso,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,
S12E04,Bright Autumn Trees,140,https://www.twoinchbrush.com/images/painting140.png,13,https://www.youtube.com/embed/aR-C3h5zURM,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Liquid_Black','Midnight_Black\r\n\r\n','Phthalo_Green\r\n','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#000000','#102E3C','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,
S12E05,Black Seascape,141,https://www.twoinchbrush.com/images/painting141.png,9,https://www.youtube.com/embed/P_aCan4cBwc,"['Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Midnight_Black\r\n\r\n','Phthalo_Blue','Phthalo_Green\r\n','Titanium_White','Van_Dyke_Brown']","['#000000','#DB0000','#FFEC00','#5F2E1F','#000000','#0C0040','#102E3C','#FFFFFF','#221B15']",1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,
S12E06,Steep Mountains,142,https://www.twoinchbrush.com/images/painting142.png,12,https://www.youtube.com/embed/fRK8_ioYWw4,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S12E07,Quiet Mountains River,143,https://www.twoinchbrush.com/images/painting143.png,12,https://www.youtube.com/embed/Leiw-FtADZc,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S12E08,Evening Waterfall,144,https://www.twoinchbrush.com/images/painting144.png,11,https://www.youtube.com/embed/PutvF_P4588,"['Black_Gesso','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#000000','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,
S12E09,Tropical Seascape,145,https://www.twoinchbrush.com/images/painting145.png,12,https://www.youtube.com/embed/RrBsbqO9aqI,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Liquid_Clear','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#FFFFFF','#000000','#0C0040','#021E44','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,
S12E10,Mountain At Sunset,146,https://www.twoinchbrush.com/images/painting146.png,13,https://www.youtube.com/embed/HCsCatvigtw,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Liquid_Clear','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#FFFFFF','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,
S12E11,Soft Mountain Glow,147,https://www.twoinchbrush.com/images/painting147.png,12,https://www.youtube.com/embed/gOGJYHWjXgE,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
S12E12,Mountain In An Oval,148,https://www.twoinchbrush.com/images/painting148.png,11,https://www.youtube.com/embed/1jRPshs27H8,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,
S12E13,Winter Mountain,149,https://www.twoinchbrush.com/images/painting149.png,7,https://www.youtube.com/embed/46vI20697HI,"['Alizarin_Crimson','Bright_Red','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Titanium_White','Van_Dyke_Brown']","['#4E1500','#DB0000','#000000','#0C0040','#021E44','#FFFFFF','#221B15']",0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,
S13E01,Rolling Hills,124,https://www.twoinchbrush.com/images/painting124.png,12,https://www.youtube.com/embed/H4GyGrT7lEQ,"['Alizarin_Crimson','Bright_Red','Cadmium_Yellow','Dark_Sienna','Indian_Yellow','Midnight_Black\r\n\r\n','Phthalo_Blue','Prussian_Blue','Sap_Green','Titanium_White','Van_Dyke_Brown','Yellow_Ochre']","['#4E1500','#DB0000','#FFEC00','#5F2E1F','#FFB800','#000000','#0C0040','#021E44','#0A3410','#FFFFFF','#221B15','#C79B00']",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,
